u,v,length_m,free_flow_kph,speed_offpeak_kph,speed_rush_kph,travel_time_offpeak_s,travel_time_rush_s
2036307824,2036321501,196.82,20.0,19.99,11.77,35.44,60.22
2036307940,2036307824,333.79,20.0,20.0,13.14,60.09,91.48
2036307940,2036319987,47.68,20.0,20.0,13.94,8.58,12.31
2036307940,2036307955,112.66,20.0,19.9,14.71,20.38,27.57
2036307955,2036307940,112.66,20.0,19.99,14.5,20.29,27.98
2036319856,2036319885,15.75,20.0,19.96,13.7,2.84,4.14
2036319856,2035036941,58.3,20.0,19.91,15.35,10.54,13.67
2036319856,2035036215,73.28,20.0,19.99,15.24,13.2,17.31
2036319861,2036319877,26.38,25.0,24.98,18.01,3.8,5.27
2036319862,2036319891,74.9,20.0,19.41,11.95,13.89,22.56
2036319862,2036319932,41.68,20.0,19.87,15.37,7.55,9.76
2036319862,2036319897,37.94,20.0,19.99,12.73,6.83,10.73
2036319864,2036319885,9.62,25.0,24.97,16.05,1.39,2.16
2036319864,2036319967,44.05,25.0,25.0,19.04,6.34,8.33
2036319864,2036319963,57.95,25.0,25.0,19.86,8.34,10.51
2036319871,2036319899,168.82,20.0,19.97,15.08,30.43,40.29
2036319871,2036319882,41.96,20.0,20.0,15.3,7.55,9.87
2036319871,2036319950,37.63,25.0,24.94,18.05,5.43,7.51
2036319877,2035036551,70.24,20.0,20.0,16.7,12.64,15.14
2036319877,2036319861,26.38,25.0,24.62,23.27,3.86,4.08
2036319877,2036319885,60.95,25.0,25.0,22.07,8.78,9.94
2036319882,2036319930,72.79,20.0,19.97,17.25,13.12,15.19
2036319882,2036319871,41.96,20.0,19.98,17.96,7.56,8.41
2036319882,2037490021,22.24,20.0,20.0,15.23,4.0,5.26
2036319882,2036319932,88.63,20.0,20.0,15.29,15.95,20.87
2036319885,2036319856,15.75,20.0,19.95,15.47,2.84,3.67
2036319885,2036319864,9.62,25.0,25.0,19.53,1.39,1.77
2036319885,2036319877,60.95,25.0,24.52,16.98,8.95,12.92
2036319891,2036319862,74.9,20.0,20.0,13.08,13.48,20.62
2036319891,2037489996,58.04,20.0,19.96,15.63,10.47,13.37
2036319891,2036319930,36.25,20.0,19.99,13.46,6.53,9.7
2036319897,2036319899,45.55,20.0,19.99,13.68,8.2,11.99
2036319897,2036319862,37.94,20.0,20.0,14.13,6.83,9.67
2036319897,2036319954,75.96,20.0,19.91,15.44,13.73,17.71
2036319899,2036319897,45.55,20.0,20.0,13.26,8.2,12.37
2036319899,2036319871,168.82,20.0,20.0,15.35,30.39,39.6
2036319899,2036319987,23.76,20.0,19.92,16.57,4.29,5.16
2036319907,2036319963,46.78,25.0,25.0,16.51,6.74,10.2
2036319917,2036319950,35.11,25.0,25.0,18.36,5.06,6.88
2036319921,2037490021,34.83,20.0,19.74,16.99,6.35,7.38
2036319921,2037489974,163.88,20.0,20.0,13.3,29.5,44.37
2036319921,2035042968,125.95,20.0,20.0,15.76,22.67,28.78
2036319921,1307085373,27.81,20.0,19.98,15.58,5.01,6.43
2036319930,2036319882,72.79,20.0,19.89,14.03,13.17,18.68
2036319930,2036319891,36.25,20.0,19.94,13.12,6.55,9.95
2036319930,2036319932,47.65,20.0,20.0,14.41,8.58,11.91
2036319932,2036319882,88.63,20.0,19.97,17.78,15.98,17.94
2036319932,2036319862,41.68,20.0,19.99,17.06,7.51,8.79
2036319932,2036319930,47.65,20.0,19.97,12.7,8.59,13.5
2036319950,2036319963,7.45,25.0,24.97,17.6,1.07,1.52
2036319950,2036319917,35.11,25.0,25.0,19.9,5.06,6.35
2036319950,2036319871,37.63,25.0,24.95,18.45,5.43,7.34
2036319954,2036319897,75.96,20.0,19.47,11.44,14.04,23.9
2036319959,2035031089,16.15,20.0,20.0,15.61,2.91,3.72
2036319959,2035031079,11.4,20.0,19.99,13.27,2.05,3.09
2036319959,2036319981,55.13,25.0,25.0,15.05,7.94,13.19
2036319963,2036319950,7.45,25.0,25.0,20.4,1.07,1.32
2036319963,2036319907,46.78,25.0,25.0,20.92,6.74,8.05
2036319963,2036319864,57.95,25.0,25.0,18.52,8.34,11.26
2036319967,2036319864,44.05,25.0,24.84,15.8,6.38,10.03
2036319981,2036319959,55.13,25.0,25.0,17.67,7.94,11.23
2036319987,2035022255,7.35,20.0,19.99,15.64,1.32,1.69
2036319987,2036307940,47.68,20.0,20.0,16.88,8.58,10.17
2036319987,2036319899,23.76,20.0,19.99,12.99,4.28,6.58
2036321453,2036321501,2.81,20.0,19.8,12.38,0.51,0.82
2036321453,2036321485,54.56,20.0,19.9,13.8,9.87,14.24
2036321453,2036321455,150.92,20.0,19.98,11.84,27.2,45.88
2036321455,2036307824,65.99,20.0,19.88,14.95,11.95,15.89
2036321455,2036321520,42.56,20.0,20.0,13.23,7.66,11.58
2036321455,2036321453,150.92,20.0,20.0,13.7,27.17,39.65
2036321462,2036321509,21.34,20.0,19.97,11.6,3.85,6.62
2036321466,2036321493,62.45,20.0,19.51,15.97,11.52,14.08
2036321466,2036307824,183.13,20.0,20.0,12.6,32.96,52.34
2036321466,2036321509,57.45,20.0,20.0,18.98,10.34,10.9
2036321485,2036322764,52.02,20.0,20.0,14.77,9.37,12.68
2036321485,2037512761,34.36,20.0,20.0,12.96,6.19,9.54
2036321485,2036321453,54.56,20.0,19.99,13.63,9.82,14.42
2036321485,2037489973,59.45,20.0,20.0,13.1,10.7,16.34
2036321493,2036321466,62.45,20.0,19.95,18.08,11.27,12.43
2036321493,2036321522,39.6,20.0,19.99,13.8,7.13,10.33
2036321493,1307085305,96.46,20.0,20.0,14.76,17.36,23.52
2036321501,2036321453,2.81,20.0,20.0,11.88,0.51,0.85
2036321501,2036321527,15.46,20.0,20.0,16.14,2.78,3.45
2036321501,2036307824,196.82,20.0,20.0,16.35,35.43,43.33
2036321509,2036321462,21.34,20.0,20.0,16.93,3.84,4.54
2036321509,2036321466,57.45,20.0,19.53,17.07,10.59,12.11
2036321509,2036321511,27.56,20.0,19.99,17.66,4.96,5.62
2036321511,2036321509,27.56,20.0,20.0,16.44,4.96,6.03
2036321516,2037512761,66.53,20.0,18.81,14.25,12.73,16.81
2036321516,2035044804,30.33,30.0,30.0,20.9,3.64,5.22
2036321516,1307085305,198.07,30.0,29.82,21.14,23.91,33.74
2036321518,2036321520,3.57,20.0,20.0,18.86,0.64,0.68
2036321518,11287557613,106.29,20.0,19.93,14.18,19.2,26.99
2036321518,2037489974,16.59,20.0,20.0,18.31,2.99,3.26
2036321520,2036321518,3.57,20.0,19.98,15.7,0.64,0.82
2036321520,2036321455,42.56,20.0,19.98,13.83,7.67,11.08
2036321520,2037489973,125.7,20.0,19.91,15.15,22.73,29.88
2036321522,2036321493,39.6,20.0,19.9,14.5,7.16,9.83
2036321527,2036321501,15.46,20.0,19.98,14.71,2.79,3.78
2036322698,2035042966,29.83,20.0,20.0,14.46,5.37,7.43
2036322698,2036322703,66.19,20.0,19.73,13.75,12.08,17.33
2036322698,2035044805,75.63,20.0,19.9,14.17,13.68,19.21
2036322703,2036322698,66.19,20.0,19.98,11.96,11.93,19.92
2036322703,2036322726,34.5,20.0,20.0,13.45,6.21,9.24
2036322703,2037489958,59.07,20.0,19.85,15.19,10.72,14.0
2036322726,2035044809,33.99,20.0,19.91,13.41,6.14,9.13
2036322726,2036322703,34.5,20.0,20.0,14.86,6.21,8.36
2036322726,2036322735,65.28,20.0,19.99,15.99,11.75,14.7
2036322735,2035042966,6.79,20.0,19.97,17.03,1.22,1.43
2036322735,2036322750,36.78,20.0,19.99,17.75,6.62,7.46
2036322735,2036322726,65.28,20.0,20.0,14.65,11.75,16.04
2036322750,2036322735,36.78,20.0,20.0,11.98,6.62,11.05
2036322750,2035044808,51.79,20.0,19.98,13.16,9.33,14.16
2036322750,2035044809,64.39,20.0,19.94,14.18,11.63,16.35
2036322764,2037489958,30.4,20.0,20.0,13.25,5.47,8.26
2036322764,2036321485,52.02,20.0,19.93,14.05,9.4,13.33
2036322764,2035044805,97.92,20.0,19.69,14.17,17.9,24.88
2037489958,2036322703,59.07,20.0,19.9,16.0,10.68,13.29
2037489958,2036322764,30.4,20.0,19.99,12.68,5.47,8.63
2037489958,2037489973,69.24,20.0,20.0,14.56,12.46,17.12
2037489973,2036321520,125.7,20.0,19.97,13.68,22.66,33.08
2037489973,2037489958,69.24,20.0,19.99,14.53,12.47,17.16
2037489973,2036321485,59.45,20.0,19.42,16.83,11.02,12.72
2037489974,2036319921,163.88,20.0,19.9,12.03,29.64,49.06
2037489974,2036321518,16.59,20.0,19.99,16.98,2.99,3.52
2037489974,2037489996,40.3,20.0,19.99,16.24,7.26,8.93
2037489996,2037489974,40.3,20.0,19.94,14.55,7.28,9.97
2037489996,2036319891,58.04,20.0,19.91,12.64,10.49,16.54
2037489996,2037490021,153.72,20.0,19.87,12.53,27.85,44.16
2037490021,2036319921,34.83,20.0,19.97,12.16,6.28,10.31
2037490021,2036319882,22.24,20.0,19.92,13.87,4.02,5.77
2037490021,2037489996,153.72,20.0,19.99,11.77,27.68,47.02
2037507431,2037508008,33.4,25.0,24.89,18.52,4.83,6.49
2037507451,2035044797,33.78,20.0,19.99,16.21,6.08,7.5
2037507451,2035042934,94.31,30.0,29.98,23.69,11.33,14.33
2037507451,1307085369,155.72,30.0,30.0,24.81,18.69,22.59
2037507678,9532590502,337.06,20.0,20.0,16.2,60.68,74.92
2037507884,1307085369,100.8,20.0,19.97,15.2,18.17,23.88
2037508008,2037507431,33.4,25.0,24.97,14.48,4.82,8.3
2037508008,1307085343,149.26,30.0,29.99,21.02,17.92,25.57
2037508008,2035042934,53.85,30.0,30.0,21.26,6.46,9.12
2037512703,2035044794,47.8,20.0,20.0,12.0,8.6,14.34
2037512703,2037512769,57.42,20.0,19.99,13.33,10.34,15.51
2037512703,2035044807,56.16,20.0,19.75,14.36,10.24,14.08
2037512758,2035044797,97.93,20.0,20.0,18.38,17.63,19.18
2037512758,2035044804,58.54,20.0,19.98,16.94,10.55,12.44
2037512758,2037512761,110.98,20.0,20.0,14.3,19.98,27.94
2037512761,2036321485,34.36,20.0,20.0,14.38,6.19,8.6
2037512761,2036321516,66.53,20.0,19.83,13.06,12.08,18.34
2037512761,2037512758,110.98,20.0,19.8,18.42,20.17,21.7
2037512769,2035042924,34.36,20.0,20.0,12.89,6.18,9.6
2037512769,2037512703,57.42,20.0,20.0,12.9,10.34,16.03
2037512769,2035044797,62.73,20.0,19.97,17.06,11.31,13.24
2037560946,7531585437,90.85,20.0,19.97,18.32,16.38,17.85
2037560946,2037561495,161.07,30.0,29.93,18.26,19.37,31.76
2037560954,3474206113,8.74,40.0,39.92,27.75,0.79,1.13
2037560954,2461664673,41.07,30.0,30.0,25.74,4.93,5.74
2037561000,7578361274,23.29,30.0,30.0,18.76,2.8,4.47
2037561000,12284909569,34.57,25.0,23.52,20.75,5.29,6.0
2037561218,6153893799,30.45,30.0,29.85,21.92,3.67,5.0
2037561218,6153893801,40.09,20.0,20.0,16.57,7.22,8.71
2037561275,6152907151,16.2,30.0,30.0,27.07,1.94,2.15
2037561275,6158024086,7.2,30.0,29.91,23.18,0.87,1.12
2037561275,10657896056,150.78,40.0,39.83,25.9,13.63,20.95
2037561347,12697992092,76.88,35.0,35.0,27.6,7.91,10.03
2037561347,12697992092,75.61,35.0,34.98,21.17,7.78,12.86
2037561347,3320442433,29.58,40.0,39.87,25.01,2.67,4.26
2037561436,7578154637,12.12,30.0,29.97,25.12,1.46,1.74
2037561436,2288704403,190.03,40.0,40.0,33.68,17.1,20.31
2037561495,6152907151,8.79,30.0,29.99,20.45,1.05,1.55
2037561495,6158871119,104.07,20.0,20.0,13.9,18.73,26.95
2037561495,10956624189,91.01,30.0,29.99,21.26,10.92,15.41
2037561543,10657896056,6.45,25.0,24.88,18.25,0.93,1.27
2037561543,2037561558,106.96,30.0,29.77,24.92,12.93,15.45
2037561543,6158024086,148.6,30.0,30.0,21.16,17.83,25.29
2037561558,10657896055,6.36,25.0,24.88,20.63,0.92,1.11
2037561558,12284909567,69.14,30.0,29.99,24.66,8.3,10.09
2037561558,2037561543,106.96,30.0,29.94,22.2,12.86,17.34
2037589951,2037589991,12.1,20.0,19.99,16.36,2.18,2.66
2037589951,11206786886,39.06,20.0,20.0,15.39,7.03,9.14
2037589951,11206786885,40.71,20.0,20.0,16.26,7.33,9.01
2037589971,2037590374,44.14,20.0,19.52,15.72,8.14,10.11
2037589971,2037590217,78.73,20.0,20.0,16.82,14.17,16.85
2037589971,2037590398,146.24,20.0,19.99,11.87,26.34,44.35
2037589991,2037589951,12.1,20.0,20.0,12.95,2.18,3.36
2037589991,2037590354,36.27,20.0,20.0,17.09,6.53,7.64
2037589991,2037590076,45.9,20.0,19.99,12.46,8.27,13.26
2037589995,10963050306,132.22,20.0,19.99,14.23,23.82,33.45
2037589995,9598721369,32.15,30.0,29.88,25.9,3.87,4.47
2037589995,9598738784,21.42,30.0,30.0,22.67,2.57,3.4
2037590006,2037590512,15.51,20.0,19.98,13.98,2.79,3.99
2037590006,9598789057,50.55,20.0,19.96,15.22,9.12,11.96
2037590006,10880197917,123.08,20.0,19.98,17.21,22.18,25.75
2037590008,2464217475,19.41,20.0,19.99,13.66,3.49,5.11
2037590008,2037590061,85.94,20.0,20.0,15.1,15.47,20.48
2037590008,7516323813,55.22,20.0,20.0,11.71,9.94,16.98
2037590010,2037590059,41.77,20.0,20.0,15.81,7.52,9.51
2037590010,2455034002,31.09,20.0,20.0,11.92,5.6,9.39
2037590010,2037590396,114.26,20.0,20.0,14.12,20.57,29.12
2037590017,2037590310,6.84,20.0,19.98,15.48,1.23,1.59
2037590017,9435639478,27.91,20.0,19.99,15.2,5.03,6.61
2037590017,9435639461,75.34,20.0,19.89,17.06,13.63,15.9
2037590026,2037590326,7.91,20.0,19.99,11.86,1.42,2.4
2037590026,2037590063,63.56,20.0,19.94,16.15,11.48,14.17
2037590026,2037590310,39.04,20.0,19.96,14.78,7.04,9.51
2037590036,11206786885,46.37,20.0,19.99,13.39,8.35,12.47
2037590036,3640689554,16.07,20.0,19.83,15.81,2.92,3.66
2037590036,2037590476,3.77,20.0,19.98,12.17,0.68,1.11
2037590040,9435639558,20.56,20.0,20.0,12.9,3.7,5.74
2037590040,4467052037,105.02,20.0,20.0,16.85,18.9,22.45
2037590040,2037590076,68.86,20.0,19.99,18.05,12.4,13.73
2037590042,9435639533,10.76,20.0,20.0,13.92,1.94,2.78
2037590042,2037590271,75.57,20.0,20.0,13.45,13.6,20.23
2037590042,9435639520,26.1,20.0,19.99,13.2,4.7,7.12
2037590046,2037590261,23.26,20.0,20.0,15.94,4.19,5.25
2037590046,2037590061,114.54,20.0,19.99,16.2,20.62,25.46
2037590046,9436584217,39.6,20.0,19.25,13.27,7.41,10.74
2037590055,9435639563,4.09,20.0,20.0,14.8,0.74,1.0
2037590055,2037590290,46.59,20.0,19.99,13.68,8.39,12.26
2037590055,9433826018,54.79,20.0,20.0,16.37,9.86,12.05
2037590057,9435639582,123.87,20.0,19.91,16.19,22.4,27.54
2037590057,2037590216,35.09,20.0,20.0,16.1,6.32,7.85
2037590057,9717620978,32.94,20.0,19.94,15.42,5.95,7.69
2037590059,2037590565,27.72,20.0,19.99,12.08,4.99,8.26
2037590059,2037590010,41.77,20.0,19.98,17.8,7.53,8.45
2037590059,10593907662,91.93,20.0,19.97,14.91,16.57,22.2
2037590061,9598789069,17.03,20.0,19.89,15.24,3.08,4.02
2037590061,2037590008,85.94,20.0,19.98,16.17,15.48,19.13
2037590061,2037590046,114.54,20.0,19.73,11.93,20.9,34.55
2037590061,2037590420,49.92,20.0,19.97,14.56,9.0,12.35
2037590063,2037590026,63.56,20.0,20.0,13.43,11.44,17.04
2037590071,2037590354,31.24,20.0,19.94,14.0,5.64,8.03
2037590076,2037590255,84.14,20.0,19.89,14.67,15.23,20.64
2037590076,2037589991,45.9,20.0,19.76,13.97,8.36,11.83
2037590076,2037590040,68.86,20.0,19.93,13.77,12.44,18.0
2037590078,2453308672,23.26,30.0,29.84,24.0,2.81,3.49
2037590078,9497423394,31.44,40.0,39.88,25.89,2.84,4.37
2037590085,9435639461,41.36,20.0,20.0,12.77,7.45,11.66
2037590085,2455026060,27.24,20.0,19.98,14.66,4.91,6.69
2037590085,2464215994,45.26,20.0,19.99,18.69,8.15,8.72
2037590093,2037590261,5.72,20.0,20.0,16.98,1.03,1.21
2037590093,2037590420,131.61,20.0,19.98,15.92,23.71,29.76
2037590093,2037590456,49.37,20.0,19.97,14.04,8.9,12.66
2037590095,10963050306,40.67,20.0,19.97,15.31,7.33,9.57
2037590095,11152980788,67.02,20.0,19.99,15.44,12.07,15.63
2037590095,2037590366,34.89,20.0,19.88,13.49,6.32,9.31
2037590099,2455034002,16.44,20.0,19.29,11.73,3.07,5.04
2037590099,2037590434,46.79,20.0,19.99,16.69,8.42,10.09
2037590099,9433826123,19.27,20.0,19.91,15.29,3.48,4.54
2037590128,9433826093,9.41,20.0,19.93,15.25,1.7,2.22
2037590128,9598789025,62.05,30.0,29.99,27.39,7.45,8.15
2037590128,9598789051,58.8,20.0,19.86,18.25,10.66,11.6
2037590140,2037590476,34.52,20.0,19.98,13.44,6.22,9.24
2037590140,2037590354,6.28,20.0,20.0,15.68,1.13,1.44
2037590140,9435639484,64.14,20.0,19.99,12.37,11.55,18.66
2037590142,2037590496,16.51,20.0,19.98,12.78,2.97,4.65
2037590142,9433826105,15.08,20.0,19.93,13.99,2.72,3.88
2037590142,9435639585,93.07,20.0,19.97,16.09,16.77,20.83
2037590144,2037590530,29.47,20.0,19.99,13.5,5.31,7.86
2037590144,2037590565,33.55,20.0,20.0,17.04,6.04,7.09
2037590144,2037590470,89.23,20.0,19.87,12.41,16.16,25.89
2037590152,9433826182,18.69,30.0,29.99,18.24,2.24,3.69
2037590152,7208365256,43.5,30.0,29.83,20.59,5.25,7.61
2037590152,9895294091,124.57,20.0,20.0,16.18,22.42,27.72
2037590158,9598789041,34.43,30.0,30.0,24.74,4.13,5.01
2037590158,9598789039,6.89,30.0,29.96,21.0,0.83,1.18
2037590158,2037590551,180.86,20.0,19.88,13.29,32.76,48.98
2037590171,2037590310,55.98,20.0,19.89,16.42,10.13,12.28
2037590179,2037590290,37.45,20.0,19.94,12.07,6.76,11.18
2037590207,9717620976,85.6,20.0,19.99,14.43,15.42,21.36
2037590207,9435639495,40.08,20.0,19.97,13.67,7.23,10.56
2037590207,9868645540,95.19,20.0,19.99,16.21,17.15,21.14
2037590213,10542858314,46.61,20.0,20.0,16.36,8.39,10.26
2037590213,2037590428,56.3,20.0,20.0,12.01,10.13,16.88
2037590213,3640689554,135.91,20.0,20.0,13.44,24.46,36.42
2037590214,9435637251,44.62,20.0,19.69,12.37,8.16,12.98
2037590214,9436584217,74.07,20.0,20.0,17.07,13.34,15.62
2037590214,9435637241,60.05,20.0,19.81,13.2,10.91,16.37
2037590216,9435639485,42.5,20.0,19.92,17.19,7.68,8.9
2037590216,9717620979,30.51,20.0,20.0,14.08,5.49,7.8
2037590216,2037590057,35.09,20.0,20.0,13.06,6.32,9.67
2037590217,2037590526,39.87,20.0,19.83,14.3,7.24,10.04
2037590217,2453308527,26.92,20.0,20.0,12.31,4.85,7.87
2037590217,2037589971,78.73,20.0,19.99,12.33,14.18,22.98
2037590223,2037590503,95.13,20.0,19.62,15.9,17.46,21.53
2037590223,2037590597,65.05,20.0,20.0,16.71,11.71,14.02
2037590223,2037590372,45.75,20.0,19.42,16.47,8.48,10.0
2037590235,9433826147,17.0,20.0,19.99,14.17,3.06,4.32
2037590235,3374583273,50.55,20.0,20.0,12.52,9.1,14.53
2037590235,2037590360,49.89,20.0,19.98,14.98,8.99,11.99
2037590245,2037590597,51.65,20.0,20.0,13.93,9.3,13.35
2037590245,2037590574,37.76,20.0,20.0,11.37,6.8,11.95
2037590245,2037590291,38.61,20.0,19.99,14.85,6.95,9.36
2037590245,2037590372,66.11,20.0,19.99,14.01,11.9,16.99
2037590255,2037590484,90.11,20.0,19.99,16.16,16.22,20.08
2037590255,9435639513,29.9,20.0,19.98,13.79,5.39,7.81
2037590255,2037590076,84.14,20.0,20.0,12.86,15.14,23.55
2037590259,9433826123,27.66,20.0,19.94,17.16,4.99,5.8
2037590259,2037590526,39.13,20.0,20.0,13.15,7.04,10.71
2037590259,3374583275,74.87,20.0,19.74,17.64,13.65,15.28
2037590261,9433826080,50.3,20.0,19.98,13.95,9.06,12.98
2037590261,2037590093,5.72,20.0,19.72,13.54,1.04,1.52
2037590261,2037590046,23.26,20.0,20.0,14.03,4.19,5.97
2037590271,2037590042,75.57,20.0,20.0,14.74,13.6,18.46
2037590271,11206786885,67.6,20.0,19.87,15.54,12.25,15.66
2037590271,9435639513,33.55,20.0,19.97,12.9,6.05,9.36
2037590271,9435639515,26.25,20.0,20.0,14.37,4.73,6.58
2037590277,10880161265,54.71,20.0,20.0,11.54,9.85,17.07
2037590277,2037590454,62.72,20.0,20.0,15.01,11.29,15.04
2037590277,9436584269,45.2,20.0,20.0,13.58,8.14,11.98
2037590290,9433826026,28.5,20.0,19.71,13.2,5.2,7.77
2037590290,2037590179,37.45,20.0,19.96,12.24,6.76,11.02
2037590290,2037590055,46.59,20.0,19.94,15.74,8.41,10.66
2037590291,2037590245,38.61,20.0,19.27,13.54,7.21,10.26
2037590301,9435639566,32.26,20.0,20.0,13.33,5.81,8.71
2037590306,9435639477,27.0,20.0,20.0,14.99,4.86,6.48
2037590306,9717620978,65.09,20.0,19.66,16.55,11.92,14.15
2037590306,9435639478,45.82,20.0,20.0,11.7,8.25,14.1
2037590308,2037590557,48.63,20.0,20.0,15.39,8.75,11.38
2037590310,2037590017,6.84,20.0,20.0,12.83,1.23,1.92
2037590310,2037590171,55.98,20.0,20.0,16.53,10.08,12.19
2037590310,2037590026,39.04,20.0,19.99,16.18,7.03,8.68
2037590314,9497423394,22.36,30.0,29.99,26.19,2.68,3.07
2037590314,2453308672,53.17,20.0,19.99,12.86,9.58,14.88
2037590314,2455034006,19.83,30.0,29.98,20.71,2.38,3.45
2037590326,2037590026,7.91,20.0,20.0,13.5,1.42,2.11
2037590326,2037590528,31.65,20.0,20.0,15.75,5.7,7.23
2037590326,9435639479,26.39,20.0,20.0,15.07,4.75,6.3
2037590354,2037589991,36.27,20.0,19.97,13.74,6.54,9.5
2037590354,2037590140,6.28,20.0,20.0,15.29,1.13,1.48
2037590354,2037590071,31.24,20.0,20.0,14.87,5.62,7.56
2037590356,7208365256,33.36,30.0,30.0,22.81,4.0,5.26
2037590356,9433826129,157.05,20.0,20.0,14.15,28.27,39.95
2037590356,9598789041,6.47,30.0,29.76,23.04,0.78,1.01
2037590360,3374583271,50.61,20.0,19.65,16.88,9.27,10.79
2037590360,2037590235,49.89,20.0,19.6,16.23,9.16,11.06
2037590360,9433826146,20.88,20.0,20.0,15.56,3.76,4.83
2037590366,2037590095,34.89,20.0,19.99,17.62,6.29,7.13
2037590372,2037590223,45.75,20.0,20.0,13.36,8.24,12.33
2037590372,2037590245,66.11,20.0,19.59,11.97,12.15,19.89
2037590372,2037590608,33.49,20.0,20.0,14.15,6.03,8.52
2037590374,2037590597,15.31,20.0,19.84,13.71,2.78,4.02
2037590374,2037590591,38.82,20.0,20.0,14.91,6.99,9.37
2037590374,2037589971,44.14,20.0,19.68,13.86,8.07,11.47
2037590376,2037590518,21.18,20.0,19.76,13.66,3.86,5.58
2037590378,9433826057,16.81,20.0,20.0,13.91,3.03,4.35
2037590378,9433826042,34.67,20.0,19.88,13.07,6.28,9.55
2037590378,9433826022,117.2,20.0,19.97,14.72,21.12,28.66
2037590396,10593907662,12.98,20.0,19.95,16.89,2.34,2.77
2037590396,9681746185,62.23,20.0,19.79,18.64,11.32,12.02
2037590396,2037590010,114.26,20.0,20.0,14.38,20.57,28.6
2037590398,4678763433,46.87,20.0,19.99,15.51,8.44,10.88
2037590398,2453308546,31.18,20.0,20.0,13.25,5.61,8.47
2037590398,2037589971,146.24,20.0,19.99,13.8,26.33,38.15
2037590402,9433826129,51.35,20.0,20.0,15.61,9.24,11.84
2037590402,2037590506,60.96,20.0,19.89,15.53,11.03,14.13
2037590402,9433826166,52.5,20.0,19.74,15.81,9.57,11.95
2037590420,2037590093,131.61,20.0,19.97,13.91,23.72,34.06
2037590420,2037590061,49.92,20.0,20.0,12.15,8.99,14.79
2037590420,2037590512,28.01,20.0,19.99,14.25,5.05,7.08
2037590428,2037590528,6.31,20.0,20.0,13.77,1.14,1.65
2037590428,9868645540,165.46,20.0,19.9,15.53,29.93,38.35
2037590428,2037590213,56.3,20.0,19.8,14.27,10.24,14.2
2037590434,2037590099,46.79,20.0,20.0,14.39,8.42,11.71
2037590434,9433826057,28.12,20.0,19.88,12.24,5.09,8.27
2037590434,9433826050,21.48,20.0,19.79,14.03,3.91,5.51
2037590442,4678763433,17.81,20.0,20.0,15.3,3.21,4.19
2037590442,9433826085,59.85,20.0,19.83,16.08,10.87,13.4
2037590442,9433826072,35.59,20.0,19.82,13.88,6.47,9.23
2037590454,9436584249,11.69,20.0,20.0,13.53,2.1,3.11
2037590454,2037590557,61.53,20.0,19.97,14.23,11.09,15.57
2037590454,2037590277,62.72,20.0,19.96,12.05,11.31,18.74
2037590456,2037590512,143.94,20.0,19.87,14.25,26.08,36.35
2037590456,9433826093,35.8,20.0,19.86,18.23,6.49,7.07
2037590456,2037590093,49.37,20.0,20.0,17.16,8.89,10.36
2037590458,9435639484,34.85,20.0,19.97,13.23,6.28,9.48
2037590458,4467052037,75.33,20.0,20.0,15.77,13.56,17.2
2037590458,9435639562,30.78,20.0,20.0,13.95,5.54,7.94
2037590470,2454098357,13.61,20.0,19.98,15.97,2.45,3.07
2037590470,9433826022,30.54,20.0,20.0,13.55,5.5,8.11
2037590470,9433826018,75.45,20.0,19.79,16.15,13.73,16.82
2037590470,2037590144,89.23,20.0,19.99,14.98,16.07,21.44
2037590476,2037590036,3.77,20.0,19.98,17.28,0.68,0.79
2037590476,2037590140,34.52,20.0,19.99,14.27,6.22,8.71
2037590476,2037590603,115.13,20.0,19.99,17.08,20.74,24.26
2037590484,2037590591,5.22,20.0,19.98,15.6,0.94,1.2
2037590484,2037590255,90.11,20.0,20.0,11.58,16.22,28.0
2037590484,9435639558,51.78,20.0,19.95,15.28,9.34,12.2
2037590492,9436584269,27.98,20.0,19.66,12.75,5.12,7.9
2037590492,9436584279,27.81,20.0,20.0,14.98,5.01,6.68
2037590492,9435639522,43.94,20.0,20.0,18.27,7.91,8.66
2037590496,2037590142,16.51,20.0,19.95,13.54,2.98,4.39
2037590496,7530632534,27.9,30.0,30.0,21.38,3.35,4.7
2037590496,9598789039,59.87,30.0,30.0,20.02,7.18,10.76
2037590503,9435637251,69.2,20.0,19.65,15.1,12.68,16.5
2037590503,2037590223,95.13,20.0,19.96,12.32,17.16,27.79
2037590503,9435637248,50.79,20.0,20.0,12.16,9.14,15.04
2037590506,2037590402,60.96,20.0,19.99,15.92,10.98,13.79
2037590506,9681746185,218.24,20.0,19.89,15.63,39.5,50.26
2037590506,9433826169,60.13,20.0,19.99,14.51,10.83,14.92
2037590508,9598738768,115.28,20.0,20.0,16.52,20.75,25.12
2037590508,9598738763,77.9,25.0,25.0,19.01,11.22,14.75
2037590508,7530632538,153.58,25.0,24.98,17.31,22.13,31.94
2037590510,10308554913,54.88,20.0,19.88,13.93,9.94,14.19
2037590510,11056013982,52.0,20.0,19.89,16.19,9.41,11.56
2037590510,2452909000,125.39,20.0,19.92,13.69,22.66,32.97
2037590512,2037590006,15.51,20.0,19.99,14.19,2.79,3.94
2037590512,2037590420,28.01,20.0,19.99,14.6,5.04,6.91
2037590512,2037590456,143.94,20.0,19.99,12.96,25.92,39.98
2037590518,2037590557,36.15,20.0,19.76,14.41,6.59,9.03
